,Religious_texts,foolishness,hath,wholesome,takest,feelings,anger,vaivaswata,matrix,kindled,convict,diadem,rushed,saliva,revelation,indirectly,open,distortions,expecteth,perishing,rage,unbridled,looketh,washed,nursingmother,caper,prosperous,lightmindedness,imprisonment,maghavan,supported,distinctions,lambs,illumination,mercury,partakers,tell,build,neither,soft,detraction,thirsting,filial,shortness,mentally,land,nonexistent,ignorantly,warning,conceal,events,fare,occupation,commit,shocks,performs,noseconsciousness,certainty,gluttony,gospel,guest,argumentative,axletree,tillage,countercurrent,approveth,mood,impressions,bull,valuable,visible,siding,cypress,possessor,propped,sacrificial,separateness,cistern,amiable,treats,let,coward,handle,something,descending,lake,drew,disquieted,felt,ends,afar,remedy,casts,i,affliction,illuminating,pained,aristotle,disadvantages,imperishable,incantations
0,Buddhism,-0.036257224367365684,0.06799450820320582,0.008413915310788046,0.032290824588827906,0.012534877242623121,0.0003252410282049847,-0.051126482004919774,0.9703913242870087,0.1453122659459708,-0.09100386409958851,0.0005256397740006029,-0.10331525914998776,-0.052333900445962485,0.0044408626219719066,-0.0464214790861708,0.03819992229236113,-0.023230103464117947,-0.002209242305038589,0.0003520984010385843,0.0033597424282143648,-0.004325083188635044,-0.007567782542144751,-0.005675988271209786,0.018673841961595362,0.0008443747175264673,-0.011863854033251943,0.011818233205193953,0.0003042491891981222,0.005867194142694938,0.00042505005279180674,-0.0028755339022373022,0.0014818680446060147,0.002074902463375576,0.0031394609419237974,-0.0008045097516838147,0.0021632300162988892,-0.002077325343600469,0.004651596246988397,0.0008230717413616444,-0.001711063408140118,-0.002937276303559612,-0.0034153723760418663,0.008184389019658237,-0.004161730274256766,0.008455963998759768,0.0015663791099109954,-0.008689238584755172,0.0014979072424530296,-0.0012137049447974132,-0.002914685617473258,0.004252822592599731,-0.006745497838725444,-0.002826885243375662,0.002883993523479861,0.003477855891489853,-0.0033099151069932065,-0.0033373016334837303,0.006648512811068122,-0.000960584687693111,-0.002937668095928115,0.0007695717304802563,0.0032033820927035383,-0.003572521899933884,0.0016840767394566785,-0.000348099418827768,-0.005665328314540498,0.004491077814824395,-0.0016895721689271393,-0.000771240098143259,0.004745033864370802,0.002148732670520621,0.006439059569703646,-0.0004736105996527965,0.00034579469278230956,-0.0019102044071945793,5.303016732328346e-05,-0.002278132627613158,0.0013675126786560153,0.0015748375629206887,-0.000846726110054488,0.002594315004772084,-0.0015040739721659635,-0.0016655842064772235,-0.004182941307375348,0.001695798702651821,-0.002915459158976873,0.000927785594460497,0.0010962254010612896,0.00016567504132328556,-0.0016917189822298158,-0.001241090590515166,-0.004213474333803874,0.0017128898235646384,0.0029339242824652037,-0.00031767445159968906,0.0024355453453300245,-0.0010520683207528047,0.0005949487941672134,-0.0015450074804736619,-0.00021260700745851354
1,Buddhism,-0.13456380500780252,-0.0002527595516864063,0.007736424354671463,0.11883595372122625,0.07241057478663743,-0.029968275119291888,-0.1836542650247841,0.08040970670865899,-0.29783809474358164,0.41820258847254416,-0.04827440624269038,-0.1034666878771104,-0.3377207080360906,-0.028528958638141703,0.020528524745399363,0.04769192355081139,0.046743883282550344,0.08803458742639002,-0.030386057783110702,0.08749726058499795,-0.07760037718176208,-0.11968332347018851,0.07647492261165677,-0.13615629559965667,0.00817491072182662,-0.09282691226556669,0.13708499827352608,-0.1026211170818356,-0.009258824165012893,0.13688272223738937,0.04097378382171318,-0.08812274972704329,0.053356185965517056,-0.03245865128002672,0.044756341000884665,-0.10488849912514793,0.030407925814123042,-0.07889089967110267,0.005368911702365273,0.0023012618762365093,-0.01096419258845717,0.06530342429599949,0.01482906304242052,0.013087745192844405,0.11320182979784467,-0.009170924791082714,0.028920611789518432,-0.01804083884371601,0.03707837906201325,0.02926293798802128,0.02896690299675167,-0.06066954291152909,0.09171023390308429,-0.031380099106567104,0.032676111301693504,0.06050846762691252,0.015993610226428635,-0.05480407055065239,-0.035035147121418815,0.06204291692768288,-0.09790362222703271,-0.05685668675799242,-0.028972223814280645,0.01270425329199111,-0.20218537519985463,-0.08765771903519755,-0.04298743121379654,0.07606314306140917,0.042307010118241804,-0.07929674571306987,-0.08006115854100769,0.06383243281071123,-0.06005134806347222,0.03239083773986039,0.10098809898653999,-0.05510182771961048,0.09510224398064375,0.03397376552121329,-0.05590731748149566,-0.03280428947264239,0.12012229434249481,0.15079448448634009,-0.14980601872664354,-0.009332614460840011,-0.05870941472949398,-0.14019376510818332,-0.02840092113966437,0.041801346342642036,-0.12271068500942105,0.11443072641175742,0.14783407861289496,0.11287554567909013,-0.12468010794938757,-0.004806073842452039,0.077913764354966,0.06087346472726372,-0.1248807101828639,0.065709149816243,0.10585207438515187,0.009264654593790816
2,Buddhism,-0.0688301801162521,0.08857827275235824,0.0009721315505631586,0.186144646428628,0.19423712716244726,0.05663764268299175,-0.2893668135256585,0.0845781139128324,-0.46211130407601814,0.49416076176077994,-0.021814711891888945,-0.1553534330457165,-0.3544982203778102,-0.03823120599379169,0.11519829546603715,0.08987530019432978,0.012074929644632096,0.04201333550959831,-0.005119749128407104,0.04821662675773807,-0.15719474615721737,-0.12006417796634038,0.036491058115801715,-0.1722127706152253,-0.03637171743910836,-0.06240937803164542,0.004761462735297307,0.004192513508228246,-0.10707531947898918,-0.024655317163847435,-0.05606229438773052,0.01726788973934032,0.04375367366695344,-0.06977851452666954,-0.006001979586521283,0.01519142027707922,-0.1030462863590635,0.03967054398139962,0.01553308002543426,0.07138394959622082,-0.055901835854252666,-0.08076639362679225,0.04776690448894061,-0.13103077617063102,0.025099138694864635,-0.07639727334998582,0.04018626567183284,-0.028898573235554295,-0.03736781740682296,0.05472306340036734,-0.049984352529886526,0.04160606399091816,0.07049648258190414,-0.04724213544923323,0.03478898342605323,-0.011300486386008531,0.029975080152921947,-0.045452688301266524,0.010011527331430214,0.021183249025298764,0.006009538967630174,0.022034371404589605,0.0031501669815494453,-0.04992353395763175,0.011207875332613958,-0.027632394797838588,0.009414633684180166,-0.005122301518841953,-0.012372475038944834,-0.012311490759770553,-0.005421013302769192,-0.010061372064494192,-0.023473497900228197,0.0032617164096865638,-0.02812261330531391,0.0074326892366955825,-0.02968130644748215,0.004171207443469766,0.00718302866239599,0.011393638845490961,-0.005431355247453162,-0.005467217180528329,-0.014299713883605474,-0.01489965156125949,0.004837136031510865,0.021318328197469275,0.009517023399698678,-0.006628742433085975,0.002597498733780497,-0.014556023485929362,0.004197761789389961,-0.015730099514273597,0.03600800627608504,0.01598400771426515,-0.011318169477694068,0.011902007235968234,0.02246293015419317,0.002414551114602719,-0.025864838296180623,0.012683687179963212
3,Buddhism,-0.09741924548603029,0.022461488459513342,-0.003044557931601789,0.12968256538094192,0.15237280168826597,0.02378643606404781,-0.23623126499584668,-0.005819229474814792,-0.22136352276142707,0.38138627232706807,-0.051896518252575775,-0.15680499446028429,-0.2950963856458323,-0.015689925230721366,0.06274129242526628,0.04368676820909222,0.007572588943193772,0.07026433321249236,-0.017269164870066765,0.030981049519357012,-0.10173784760903397,-0.17070661581810329,0.04523835106992073,-0.06501735820289802,-0.04011161849420481,-0.11002440907079633,0.06710826792864794,0.009386154898288606,-0.012458909911227622,0.0613821816707025,0.02737572511073014,-0.02333216834628402,0.015553332005525992,0.02969161826394353,0.01032102299133987,-0.08876907257907353,0.10154572326980636,0.07577124007269909,0.051209138311372686,-0.05159091717789722,0.1766582625614774,0.09097343973802902,-0.030125202202767272,0.2203277172605175,-0.12633816228300798,0.22962500817270512,-0.12364523327759702,0.047034949771660145,0.2727237602587669,-0.009186163757122789,0.2003623950404863,-0.143107768331207,-0.19732338873512933,0.11710240921453888,-0.07271566333623339,-0.03292972961012743,0.015092041221352163,0.07270635491292059,-0.08206520086701316,0.041380390048173454,0.039907201605250374,-0.004793831709585184,-0.019565294683690032,0.07407516628915654,0.05274018278797461,0.10967780942382296,0.021757903530095296,0.11848325502085306,0.028027253755520863,0.09141137018938057,0.058848287854033364,-0.0016004638030513738,0.07242325503552,0.006799142761758454,0.023575783241669396,0.016399425850724694,0.025578908699413712,0.06488592952186155,-0.036608751220672434,-0.011814418656871111,-0.07776845190385843,-0.007502606584673856,0.0829019460109764,0.038887930580047185,0.02107946825422593,-0.013174635624222242,0.00092118795145648,0.02990955057792151,0.042969533683928675,-0.015864061493651816,-0.04681976595046002,0.04652176738840571,0.011606484650616249,-0.02521810701724177,-0.005896860435774542,-0.048141165055102415,-0.02378223484300271,-0.036173851858062454,0.010352091419585817,-0.00498907723950861
4,Buddhism,-0.7506799482062176,-0.2747676125056182,0.02922912545339711,-0.259208707785038,0.1428123501871242,-0.16832338844178343,-0.013229346931314908,-0.08664304149616031,0.009548252688868794,-0.05468664247562786,-0.09742800418206181,0.004770943902287118,0.018519025373330836,-0.14344971512481516,0.07621317482186363,0.04734817089898685,-0.005673949203917327,-0.08182930721858203,-0.013041713700055427,0.02768124958380981,-0.05355413702771143,-0.0010405053357690583,-0.05968886226664402,0.05871849812116878,-0.020288296039544285,-0.023555949524397938,-0.11669283931090811,0.09403282175862215,-0.02782050320022714,-0.060089146073219066,0.007874607588739245,-0.08668189510433096,-0.003278582845170413,-0.0594721419986372,0.010073670967407493,0.04482331052078996,0.04044244521800225,-0.02537440598368642,0.02740998756324051,0.03544641710436534,0.03918003919033813,-0.04760754674644865,-0.031574208236763206,-0.041389279422560266,-0.07773763564880984,0.053033810021832314,-0.018987653377581463,-0.013426479045018013,0.1505160071431904,-0.011015750794805096,-0.04821758217607556,-0.06667306148634043,0.048101655011250875,0.04531233827369954,-0.029513784343465202,0.004814585663237387,-0.03419747203088004,0.10099923115310416,-0.027266505044585918,-0.07095898792151217,0.011909099576812847,0.0051316462222043375,0.013058602648398466,-0.011199827552763896,0.007954887716103226,0.0021373476806957866,-0.06229751439499488,0.0203125809004661,-0.030886227088184573,-0.07267798919701877,-0.10936150490690741,0.04755593004857758,-0.018580672954460965,0.0010387287347815213,-0.06083299996928785,0.06491768226724379,-0.06147826273094232,-0.006920826214173064,-0.03556550803751555,-0.015367363028941738,-0.008978873477543956,-0.00483227321565664,-0.07616334604209257,0.02297441192930399,-0.009368543081512573,0.005413081252494918,-0.03869604451339515,-0.016598252244511478,0.039772323871898774,0.0059479242362178416,0.002940817338885704,-0.03179383676363882,-0.07401455571412428,0.05418708110995278,0.008032103941590088,0.03685507748212378,0.0009774361329294501,-0.04732595155610332,0.04785182645004536,0.004457015439738822
5,Buddhism,-0.07802522565347503,0.07809242070246925,0.00806870987557127,0.135040257176189,0.1060285191774677,0.004314203062021798,0.005265258174191154,0.26853529264014714,-0.160797314962427,0.4283517875376114,-0.06082724896943685,0.12821226926250773,0.0736545464877267,0.05282501595044159,0.0452693087263272,0.06631309942688621,0.050116627283183765,-0.11539161189536319,0.11171168446079625,-0.09384645620628478,0.11443303063075003,0.1605447192647203,0.09044887612683689,-0.25017470330322555,0.1521137467983549,0.3317120292978365,-0.2809432407831126,0.3037813090070891,-0.04479749011092926,-0.21433475574675653,-0.05055827602826152,0.023938930227854528,-0.05723505505285553,0.08035422728292636,-0.03834585601993399,0.11082629306590679,-0.0014906991432344547,0.10847851944067935,0.00859695530413081,-0.06302988337324857,0.12264877411129237,0.059547212128157986,-0.017446385031593476,0.08283871696763503,-0.05757131932427364,-0.009508478879386786,-0.04600022394843496,-0.02406485150634114,-0.03499399644995488,-0.031460355024448744,-0.07320644963461555,-0.04253811987354791,0.012327227889979019,-0.0013543930782290755,-0.05969501002103254,0.00689613675048235,-0.1054721028669586,0.0016276886436272478,0.0036682496985562213,-0.0982749239583513,-0.005799922156014764,-0.10219328422576614,0.0012622629847804769,0.018294577235911318,0.029537999133502465,0.013757494896075202,-0.09955866859027837,-0.022886028288047193,-0.00047526859243638775,-0.00881055099339856,0.019497709471443563,0.03338151795799826,-0.0061842011223090815,0.006647098052860255,0.0199663909748991,0.02570168346078018,0.006007657865871205,-0.030284450243525537,-0.04475115726972272,-0.020911818289575102,-0.0029494911374653224,0.025205362889424862,-0.003406297693041226,0.019665056573746603,0.010607434337483693,-0.00975736591877709,-0.019710745992208723,-0.007786673234562851,0.003677945647559361,0.024966420880214963,0.020231480739455004,-0.0189714647892059,-0.0425730278931553,-0.006788021731415256,0.012380691355133483,-0.017692317979120797,-0.024913270114829838,0.003293367175365122,0.012280534932283907,-0.005189909425667865
6,Buddhism,-0.06771489210775675,0.08010914843569114,0.00829062866391707,0.16099172992659017,0.12177921696490501,-0.022513313189494056,0.3382890480893676,0.3073706869319542,0.0360366939290184,0.3857723665733637,-0.0682562295988006,0.4182206017613913,0.5151620910666378,0.01924159390184672,-0.018539517397521375,-0.203284151794207,0.023512900162719265,0.0618558215632046,-0.0475991267556184,-0.014739964147647836,-0.16258526544370622,-0.13373625829332136,0.0568980396491405,-0.06862450789125427,-0.05328945531764023,-0.1058063658199517,-0.0006192937319077572,-0.0808457385927951,-0.01589633364717596,0.03140613744656473,0.014206674181922474,-0.02500364431273902,0.038831736160007624,-0.017198506921115908,-0.016000946607456143,-0.03197892538489284,0.04309241434441798,-0.03723004311301795,-0.05177879201637707,-0.02934338354209585,-0.01600684934743248,-0.011096076939488716,-0.0017911202808014344,-0.0053676808483224875,0.003842849414487864,-0.01227515117466975,0.0005579073378376845,0.012072595165751506,-0.028936345277276152,-0.01858615733063511,0.01280925636841172,-0.004075177357225198,0.0012615891125240407,-0.01769785727641813,0.0021677914821450644,0.02206254286379627,0.00969079123227202,-0.016705389466604055,-0.0289883557068306,-0.008234925987319433,-0.03024264961945773,-0.012718924549474044,0.01068529675168842,0.01761500171616578,-0.023087275011228255,0.0026638689485532162,0.015592195432088247,0.019682096458455936,-0.008942139050986798,0.01244745717493294,0.0038624160639681893,-0.019467993739936875,0.0022932820143919085,-0.014597311659890864,0.009230220827084775,-0.030561310176989664,0.01107698598412869,0.004777865281507327,0.007718636927590669,0.0008413609318095964,-0.010442182394502732,-0.003768174336944894,-0.016045723319861472,-0.013050270010076926,-0.0032878659672891243,-0.008899783801594164,0.0032448672371674426,-0.0028861749219022937,0.006993454273700232,-0.002865839054192491,-0.001340634167190428,-0.0024214803527023944,-0.01472422555968242,0.0013683228223668412,0.0018641832876825695,0.0007261899755232904,0.010273165885791403,-0.005103592102683802,-0.0026840105221190504,0.001998750271350707
7,Buddhism,-0.15887368367795443,0.10611134979930964,0.00692664666178468,0.015226245619486949,0.053762279208247755,-0.03865381254797174,0.08331512712231887,0.09436550311257341,0.03090496587187812,0.23348880070129457,-0.042944471663584,0.16131196612156098,0.12009121382354461,0.00020415050773402288,0.03935440392573663,-0.027678816243505378,-0.003491312979339573,-0.006204183583135919,-0.009355538632637422,-0.06400923121713453,0.13073312525217215,0.0759589305179047,-0.04396378469537225,0.14253471870390216,-0.011218403014145105,-0.020799725374573995,0.017313800739199917,0.02113774545366357,0.05966492075524787,0.01868676030449677,-0.014650109908569908,0.012406350531933603,0.03768054438358958,-0.05446077233247086,0.00022220930630741066,-0.0025873804703965254,-0.024210775567544644,0.03309373421454434,0.021618413785294676,-0.007254408169391185,0.041086326680450695,-0.06014107614268436,-0.031611494031920095,0.0024194918925443333,-0.04617916887749689,-0.04985875362145307,0.012796738935134661,-0.011254876760814537,-0.03451498438352255,0.03653227602647818,-0.027131531663312104,-0.00885608907345377,0.07205522311775078,-0.1631624719047147,-0.015613151407210554,0.05767631979848599,-0.027072039410854003,-0.11322128793833863,-0.07991845964632098,-0.00766768589647065,-0.06660916837674702,0.014054886022242256,-0.07683226435864564,-0.033006483820221984,-0.021780639826177103,-0.006820795108488572,0.07417906328468815,0.0408521129819705,-0.19569824028742325,0.047528294274508096,0.03502757106309475,0.1457886770892146,-0.009633313401182765,-0.1838583671580229,0.017952926384121517,0.14122037941671747,-0.09359195104972713,0.10458734401957706,0.04950063616704288,-0.09379419928044207,-0.05612323669955269,0.03282729807754626,0.4154702794291472,0.247534544158434,0.1905217772673391,0.0011613091338995567,0.15060740437262113,0.18757138401669934,0.027454477114680978,0.0404780152865082,-0.10347838190394253,-0.19505141039862858,0.3175974622067582,0.030081677590095272,0.020809315483903856,-0.14515350316427952,0.16614402178763735,0.015907206646722828,-0.07731230757616409,0.05872991134518855
8,Buddhism,-0.1365755420369008,0.022489279222623438,0.0027480493029663094,0.05444368907083704,0.04138819016552637,-0.03287352420470752,0.08748209354875723,0.07765955559763035,-0.021842700303088734,0.26099402970178875,-0.06210973344380593,0.20451874636837528,0.13792683263307862,0.02570053920184758,0.001807081489116407,-0.12820777041250447,0.00200445431351442,-0.012085374827389904,-0.0714296317678333,-0.06528833075480486,0.14809059644589445,0.13148956988077654,-0.09241779151871309,0.15394435969310039,0.07110687653309766,0.09383780561470276,0.01824836838387574,0.07400148857281111,0.06367372218751671,-0.0584568798722122,-0.0963110654958724,0.0968948674780549,-0.10953040600469086,0.033766479222060886,0.1150390711797092,0.10062720060755066,-0.13700339383707544,0.050337802195380685,0.17273401876648148,0.3285743948812173,-0.0012828809555168233,0.009520478402762114,0.061070555758392604,0.10916707780402231,0.04630389985318304,-0.033037496268270704,-0.01703856154084128,0.021205398826968837,0.023558480017058406,0.1230763500288957,0.13163059079891262,-0.07249692442323123,0.02408390430106171,-0.04644596345277071,0.04719369902701189,0.007797128699735864,0.04203063001532897,-0.016701702515131735,-0.10189029420282696,0.09887582769016244,-0.050302574474102066,0.1461432820820239,-0.14145359217972087,-0.09847638173190551,-0.004252575032154834,0.013122202133441101,0.12777969695441402,-0.09385406132463754,0.13898357021647992,-0.017807133791166087,-0.0008973068922509053,0.022599849431225307,0.0747097842958337,0.25628174300532436,-0.1622704653452502,0.007690659984394334,0.047692658066094226,-0.032558644201628746,0.05513095888164579,0.038776741372259935,0.15961956378998035,0.05388243176327104,0.1034490782197116,-0.029600257921441143,-0.09714887847898603,0.14888798357763938,0.07584427177100515,0.05009023249069572,-0.21351706591255634,0.0006574506977158948,0.009189054258947131,0.18278104416551968,-0.001645471760302559,-0.12159486486247999,0.0940996760850914,0.025834690299902888,-0.1234137169610201,0.01611026363365649,0.006552155957365216,0.0051249928157476475
9,Buddhism,-0.5060943261937431,-0.012547730020126489,0.03547021500622055,-0.05936990531940951,0.11279738703850076,-0.06818841272707853,0.11234426633100865,0.02237491243629591,-0.18076652114937214,-0.04477946935911006,-0.09428360887094156,0.030466833880002618,0.17419669698811088,0.008608405649635362,-0.11371181545566827,-0.13141913776486092,-0.09932839575036957,-0.10106587016070288,0.1457222021589672,-0.11949473280827265,0.37378112743810676,0.04131895901560657,0.021235546929942645,-0.1116632734500033,-0.03273537964109911,-0.03934149596977365,0.14536775799138213,0.047394684119665326,0.005457814770741681,0.13584990090504862,-0.048335508920683695,-0.06970298538600987,0.0964458487326337,-0.16122413212565753,0.06751709576047295,-0.07711422116856306,-0.061902008596243736,0.04021347130304626,0.17503716464568278,0.14257896038975898,-0.0717246260818622,0.0053018290637941844,0.05358504952118797,0.05180283599395662,0.0818623555590851,-0.03568520707641912,-0.10269992891906102,-0.09321014025790063,0.08058389341347322,0.06822226505716238,0.05778367003106617,-0.08656353486992525,0.0880247407822344,-0.12615309052870052,0.002462686206754544,0.010333433597875467,-0.010147451589066742,0.051346603897397494,-0.0832848473990783,0.034880930193349514,-0.049909381800308815,-0.00802070332785921,-0.07064910459868785,-0.0896879113426559,0.000850202598710095,-0.05621216925663732,0.09394791675166925,0.0572525685965627,-0.03104869429747923,-0.04305162253015706,-0.025451896669577236,0.06674943107485434,0.03703512899970251,0.034706845113835046,-0.06752218750735482,0.05550524554701843,-0.04051325064604532,0.042999024808904794,0.01820995506917592,0.012432299416152754,0.04188758238393845,0.12021094133032484,0.024328002045217092,0.029296574341488434,-0.08410698240181029,0.03789047194196895,0.013372164022355965,0.067336027471609,-0.10206110841426685,-0.013564494105706036,-0.06422110222067863,0.14782980690957834,0.0157211101140561,-0.0861819696886112,-0.00640429474145201,0.07121075438991241,0.019286976246415392,-0.050595420898648186,0.08884065577114986,-0.02941220718634776
